Fecha,Mes,Dia,Orden de dia,Tipo de dia,Franja,Orden de franja,Aeronave,Alcance,Regimen,Orden de regimen,Origen,Destino,Ruta,N operados,N puntuales,Minutos de demora,N con llegada,Minutos recuperados,Minutos programados,Minutos reales
2017-08-05,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,MRV,MCX,MRV - MCX,1,1,5,1,0.0,30,30.0
2017-08-10,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Salida puntual,1,GOJ,SVO,GOJ - SVO,1,1,0,1,0.0,30,30.0
2017-08-12,Agosto,Sabado,6,Fin de semana,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,GOJ,SVO,GOJ - SVO,1,1,3,1,0.0,30,30.0
2017-08-08,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora severa,5,GOJ,SVO,GOJ - SVO,1,0,195,1,0.0,30,30.0
2017-07-20,Julio,Jueves,4,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,Demora leve,3,GOJ,LED,GOJ - LED,1,1,6,1,0.0,70,70.0
2017-08-15,Agosto,Martes,2,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,GOJ,PEE,GOJ - PEE,1,1,3,1,1.0,60,59.0
2017-08-12,Agosto,Sabado,6,Fin de semana,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,GOJ,PEE,GOJ - PEE,1,1,1,1,-1.0,60,61.0
2017-07-18,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora severa,5,GOJ,NAL,GOJ - NAL,1,0,183,1,0.0,120,120.0
2017-08-04,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,GOJ,NAL,GOJ - NAL,1,1,5,1,2.0,120,118.0
2017-07-22,Julio,Sabado,6,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,GOJ,AER,GOJ - AER,1,1,3,1,1.0,125,124.0
2017-07-27,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,GOJ,KLF,GOJ - KLF,1,1,2,1,1.0,100,99.0
2017-08-14,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora severa,5,GOJ,KLF,GOJ - KLF,1,0,189,1,0.0,100,100.0
2017-07-29,Julio,Sabado,6,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,UIK,KJA,UIK - KJA,1,1,5,1,1.0,125,124.0
2017-07-30,Julio,Domingo,7,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,UIK,KJA,UIK - KJA,1,1,5,1,1.0,125,124.0
2017-08-12,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,UIK,KJA,UIK - KJA,1,1,4,1,-2.0,125,127.0
2017-08-10,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,UIK,KHV,UIK - KHV,1,1,2,1,2.0,205,203.0
2017-08-05,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,UIK,SGC,UIK - SGC,1,1,3,1,0.0,140,140.0
2017-07-17,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,NSK,DME,NSK - DME,1,1,5,1,3.0,230,227.0
2017-07-19,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,NSK,SVX,NSK - SVX,1,1,4,1,-2.0,155,157.0
2017-08-14,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,Demora minima,2,AAQ,SVO,AAQ - SVO,1,1,4,1,0.0,100,100.0
2017-07-29,Julio,Sabado,6,Fin de semana,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,Demora minima,2,AAQ,SVO,AAQ - SVO,1,1,4,1,1.0,100,99.0
2017-07-30,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,Demora minima,2,AAQ,SVO,AAQ - SVO,1,1,4,1,-1.0,100,101.0
2017-07-18,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,Demora minima,2,AAQ,SVO,AAQ - SVO,1,1,4,1,1.0,100,99.0
2017-08-13,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,AAQ,EGO,AAQ - EGO,1,1,1,1,0.0,50,50.0
2017-08-02,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,UCT,UFA,UCT - UFA,2,2,4,2,5.0,390,385.0
2017-08-08,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,UCT,UFA,UCT - UFA,1,1,4,1,-2.0,195,197.0
2017-07-17,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,UCT,TJM,UCT - TJM,1,1,3,1,0.0,80,80.0
2017-07-19,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,UCT,TJM,UCT - TJM,1,1,4,1,-1.0,80,81.0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,NNM,SVO,NNM - SVO,1,1,5,1,1.0,130,129.0
2017-08-13,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Salida puntual,1,NNM,ARH,NNM - ARH,1,1,0,1,0.0,55,55.0
2017-07-22,Julio,Sabado,6,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,NNM,ARH,NNM - ARH,1,1,3,1,0.0,55,55.0
2017-07-18,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,KGP,SVX,KGP - SVX,2,2,7,2,0.0,380,380.0
2017-07-24,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,KGP,SVX,KGP - SVX,2,2,5,2,3.0,380,377.0
2017-07-17,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Salida puntual,1,KGP,SVX,KGP - SVX,1,1,0,1,-2.0,190,192.0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,KGP,SVX,KGP - SVX,2,2,6,2,-1.0,380,381.0
2017-08-14,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,KGP,SVX,KGP - SVX,2,2,7,2,5.0,380,375.0
2017-07-17,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,KGP,NUX,KGP - NUX,1,1,4,1,-1.0,85,86.0
2017-08-04,Agosto,Viernes,5,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,URJ,DME,URJ - DME,1,1,3,1,0.0,135,135.0
2017-07-27,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,URJ,TJM,URJ - TJM,1,1,2,1,0.0,25,25.0
2017-07-20,Julio,Jueves,4,Dia laborable,Madrugada (00-05),1,Airbus A319-100,Largo alcance,Demora minima,2,DYR,SVO,DYR - SVO,1,1,4,1,0.0,490,490.0
2017-07-27,Julio,Jueves,4,Dia laborable,Madrugada (00-05),1,Airbus A319-100,Largo alcance,Demora minima,2,DYR,SVO,DYR - SVO,1,1,4,1,0.0,490,490.0
2017-07-27,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,SLY,VKO,SLY - VKO,1,1,3,1,0.0,170,170.0
2017-07-22,Julio,Sabado,6,Fin de semana,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora leve,3,HMA,DME,HMA - DME,1,1,7,1,1.0,155,154.0
2017-07-26,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora severa,5,HMA,DME,HMA - DME,1,0,161,1,0.0,155,155.0
2017-07-30,Julio,Domingo,7,Fin de semana,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,HMA,DME,HMA - DME,1,1,1,1,-1.0,155,156.0
2017-07-21,Julio,Viernes,5,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,HMA,DME,HMA - DME,1,1,1,1,-1.0,155,156.0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,HMA,OVB,HMA - OVB,1,1,4,1,2.0,205,203.0
2017-07-22,Julio,Sabado,6,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,HMA,OVB,HMA - OVB,1,1,2,1,4.0,205,201.0
2017-07-30,Julio,Domingo,7,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,HMA,OVB,HMA - OVB,1,1,5,1,2.0,205,203.0
2017-07-20,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora leve,3,HMA,OVB,HMA - OVB,1,1,6,1,-2.0,205,207.0
2017-07-17,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,HMA,SVX,HMA - SVX,1,1,3,1,0.0,55,55.0
2017-08-03,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,HMA,SVX,HMA - SVX,1,1,1,1,0.0,55,55.0
2017-08-14,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Salida puntual,1,HMA,NUX,HMA - NUX,1,1,0,1,-1.0,130,131.0
2017-08-02,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora leve,3,HMA,ARH,HMA - ARH,1,1,6,1,-1.0,130,131.0
2017-08-08,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,OVS,DME,OVS - DME,2,2,6,2,0.0,260,260.0
2017-08-01,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,OVS,DME,OVS - DME,2,2,3,2,0.0,260,260.0
2017-08-12,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,OVS,DME,OVS - DME,2,2,5,2,-6.0,260,266.0
2017-07-29,Julio,Sabado,6,Fin de semana,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora leve,3,OVS,DME,OVS - DME,1,1,6,1,-1.0,130,131.0
2017-07-28,Julio,Viernes,5,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,OVS,DME,OVS - DME,1,1,4,1,0.0,130,130.0
2017-08-14,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,OVS,DME,OVS - DME,2,2,9,2,-3.0,260,263.0
2017-07-21,Julio,Viernes,5,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora leve,3,OVS,DME,OVS - DME,1,1,7,1,-2.0,130,132.0
2017-07-28,Julio,Viernes,5,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora severa,5,OVS,LED,OVS - LED,1,0,183,1,-4.0,155,159.0
2017-08-13,Agosto,Domingo,7,Fin de semana,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora minima,2,OVS,LED,OVS - LED,1,1,1,1,0.0,155,155.0
2017-07-18,Julio,Martes,2,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora minima,2,OVS,UFA,OVS - UFA,1,1,1,1,0.0,75,75.0
2017-07-22,Julio,Sabado,6,Fin de semana,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora minima,2,OVS,UFA,OVS - UFA,1,1,2,1,0.0,75,75.0
2017-08-10,Agosto,Jueves,4,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora minima,2,OVS,UFA,OVS - UFA,1,1,4,1,1.0,75,74.0
2017-08-01,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,OVS,KJA,OVS - KJA,1,1,1,1,-1.0,140,141.0
2017-07-27,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora severa,5,OVS,KJA,OVS - KJA,1,0,188,1,-1.0,140,141.0
2017-07-30,Julio,Domingo,7,Fin de semana,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,OVS,KJA,OVS - KJA,1,1,3,1,2.0,140,138.0
2017-08-06,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,OVS,NJC,OVS - NJC,1,1,4,1,1.0,60,59.0
2017-07-27,Julio,Jueves,4,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,OVS,NJC,OVS - NJC,1,1,5,1,0.0,60,60.0
2017-07-21,Julio,Viernes,5,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,OVS,TJM,OVS - TJM,1,1,3,1,-1.0,90,91.0
2017-08-10,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,OVS,TJM,OVS - TJM,1,1,1,1,0.0,90,90.0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,OVS,TJM,OVS - TJM,1,1,3,1,-2.0,90,92.0
2017-07-26,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,OVS,TJM,OVS - TJM,1,1,1,1,0.0,90,90.0
2017-07-16,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,OVS,TJM,OVS - TJM,1,1,2,1,1.0,90,89.0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Tarde (16-19),4,Boeing 737-300,Corto y medio alcance,Demora minima,2,OVS,SGC,OVS - SGC,1,1,3,1,-1.0,45,46.0
2017-08-15,Agosto,Martes,2,Dia laborable,Tarde (16-19),4,Boeing 737-300,Corto y medio alcance,Demora minima,2,OVS,SGC,OVS - SGC,1,1,3,1,-1.0,45,46.0
2017-07-20,Julio,Jueves,4,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,NYM,DME,NYM - DME,1,1,4,1,-3.0,185,188.0
2017-07-24,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,NYM,DME,NYM - DME,1,1,4,1,-2.0,185,187.0
2017-08-11,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,NYM,DME,NYM - DME,1,1,3,1,-5.0,185,190.0
2017-08-03,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora leve,3,NYM,DME,NYM - DME,1,1,6,1,-1.0,185,186.0
2017-08-10,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora severa,5,NYM,DME,NYM - DME,1,0,242,1,0.0,185,185.0
2017-08-08,Agosto,Martes,2,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora minima,2,NFG,SVO,NFG - SVO,1,1,4,1,-4.0,180,184.0
2017-08-10,Agosto,Jueves,4,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora minima,2,NFG,SVO,NFG - SVO,1,1,5,1,2.0,180,178.0
2017-08-08,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,VKT,DME,VKT - DME,1,1,1,1,2.0,165,163.0
2017-07-20,Julio,Jueves,4,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,VKT,SVO,VKT - SVO,1,1,3,1,0.0,160,160.0
2017-08-13,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,VKT,LED,VKT - LED,1,1,5,1,1.0,155,154.0
2017-08-04,Agosto,Viernes,5,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,VKT,SGC,VKT - SGC,1,1,2,1,0.0,160,160.0
2017-07-21,Julio,Viernes,5,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,Demora leve,3,VKT,SGC,VKT - SGC,1,1,6,1,0.0,160,160.0
2017-08-03,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora leve,3,VKT,SGC,VKT - SGC,1,1,9,1,-2.0,160,162.0
2017-07-26,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,UUA,DME,UUA - DME,1,1,3,1,1.0,80,79.0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora leve,3,UUA,SVO,UUA - SVO,1,1,6,1,0.0,85,85.0
2017-07-27,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,UUA,REN,UUA - REN,1,1,4,1,0.0,30,30.0
2017-08-01,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Salida puntual,1,UUA,REN,UUA - REN,1,1,0,1,0.0,30,30.0
2017-07-27,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,UKX,KJA,UKX - KJA,1,1,3,1,2.0,160,158.0
2017-08-12,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,UKX,KJA,UKX - KJA,1,1,2,1,-4.0,160,164.0
2017-07-27,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,SWT,CEK,SWT - CEK,1,1,3,1,-1.0,220,221.0
2017-08-05,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,GDZ,VKO,GDZ - VKO,1,1,3,1,-1.0,105,106.0
2017-07-25,Julio,Martes,2,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,GDZ,SVO,GDZ - SVO,1,1,3,1,0.0,110,110.0
2017-07-19,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,GDZ,ROV,GDZ - ROV,1,1,3,1,0.0,65,65.0
2017-07-26,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora severa,5,GDZ,ROV,GDZ - ROV,1,0,184,1,0.0,65,65.0
2017-08-05,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,GDZ,ROV,GDZ - ROV,1,1,3,1,-1.0,65,66.0
2017-07-26,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,GDZ,ESL,GDZ - ESL,1,1,1,1,1.0,105,104.0
2017-08-05,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,EYK,TJM,EYK - TJM,1,1,2,1,1.0,140,139.0
2017-07-25,Julio,Martes,2,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,EYK,TJM,EYK - TJM,1,1,2,1,2.0,140,138.0
2017-07-31,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,EYK,KRO,EYK - KRO,1,1,2,1,-2.0,180,182.0
2017-07-18,Julio,Martes,2,Dia laborable,Manana (06-11),2,Boeing 737-300,Corto y medio alcance,Demora minima,2,RGK,STW,RGK - STW,1,1,3,1,2.0,270,268.0
2017-08-04,Agosto,Viernes,5,Dia laborable,Tarde (16-19),4,Boeing 767-300,Largo alcance,Demora minima,2,KRR,DME,KRR - DME,1,1,2,1,2.0,90,88.0
2017-07-27,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Boeing 767-300,Largo alcance,Demora minima,2,KRR,ULV,KRR - ULV,1,1,1,1,0.0,95,95.0
2017-07-23,Julio,Domingo,7,Fin de semana,Manana (06-11),2,Boeing 767-300,Largo alcance,Demora minima,2,KRR,ULV,KRR - ULV,1,1,3,1,1.0,95,94.0
2017-07-30,Julio,Domingo,7,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,KRR,KGD,KRR - KGD,1,1,5,1,-2.0,145,147.0
2017-07-29,Julio,Sabado,6,Fin de semana,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora minima,2,RTW,DME,RTW - DME,1,1,4,1,0.0,60,60.0
2017-08-08,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,RTW,ULY,RTW - ULY,1,1,3,1,-1.0,75,76.0
2017-07-19,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,RTW,ULY,RTW - ULY,2,2,6,2,0.0,150,150.0
2017-08-05,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,TJM,SVO,TJM - SVO,1,1,1,1,-1.0,135,136.0
2017-07-28,Julio,Viernes,5,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,TJM,SVO,TJM - SVO,1,1,3,1,-1.0,135,136.0
2017-07-31,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,TJM,SVO,TJM - SVO,1,1,1,1,3.0,135,132.0
2017-08-01,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,TJM,SVO,TJM - SVO,1,1,4,1,1.0,135,134.0
2017-08-02,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,TJM,LED,TJM - LED,1,1,5,1,0.0,175,175.0
2017-07-22,Julio,Sabado,6,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora severa,5,TJM,LED,TJM - LED,1,0,238,1,1.0,175,174.0
2017-08-04,Agosto,Viernes,5,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora minima,2,TJM,UCT,TJM - UCT,1,1,5,1,0.0,80,80.0
2017-08-06,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora leve,3,TJM,URJ,TJM - URJ,1,1,7,1,0.0,25,25.0
2017-08-03,Agosto,Jueves,4,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,Demora minima,2,TJM,OVS,TJM - OVS,1,1,2,1,0.0,90,90.0
2017-08-10,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,TJM,EYK,TJM - EYK,1,1,1,1,-2.0,140,142.0
2017-07-31,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora severa,5,TJM,ARH,TJM - ARH,1,0,160,1,0.0,135,135.0
2017-08-07,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Salida puntual,1,BAX,DME,BAX - DME,1,1,0,1,1.0,235,234.0
2017-07-22,Julio,Sabado,6,Fin de semana,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,BAX,DME,BAX - DME,1,1,3,1,-3.0,235,238.0
2017-07-17,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Salida puntual,1,BAX,DME,BAX - DME,1,1,0,1,-4.0,235,239.0
2017-08-12,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,BAX,SVO,BAX - SVO,1,1,3,1,-3.0,235,238.0
2017-07-28,Julio,Viernes,5,Dia laborable,Madrugada (00-05),1,Cessna 208 Caravan,Regional,Salida puntual,1,BAX,KJA,BAX - KJA,1,1,0,1,-1.0,130,131.0
2017-08-04,Agosto,Viernes,5,Dia laborable,Madrugada (00-05),1,Cessna 208 Caravan,Regional,Demora minima,2,BAX,KJA,BAX - KJA,1,1,5,1,-3.0,130,133.0
2017-07-26,Julio,Miercoles,3,Dia laborable,Madrugada (00-05),1,Airbus A321-200,Corto y medio alcance,Demora minima,2,IKT,LED,IKT - LED,1,1,5,1,-5.0,350,355.0
2017-07-25,Julio,Martes,2,Dia laborable,Madrugada (00-05),1,Airbus A321-200,Corto y medio alcance,Demora minima,2,IKT,LED,IKT - LED,1,1,1,1,-3.0,350,353.0
2017-07-22,Julio,Sabado,6,Fin de semana,Mediodia (12-15),3,Airbus A319-100,Largo alcance,Demora minima,2,IKT,KZN,IKT - KZN,1,1,5,1,0.0,280,280.0
2017-07-17,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,IKT,MJZ,IKT - MJZ,1,1,4,1,-1.0,110,111.0
2017-08-12,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora severa,5,IKT,MJZ,IKT - MJZ,1,0,222,1,-1.0,110,111.0
2017-07-20,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,IKT,MJZ,IKT - MJZ,1,1,2,1,-2.0,110,112.0
2017-08-14,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,IKT,VVO,IKT - VVO,1,1,3,1,4.0,195,191.0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,IKT,VVO,IKT - VVO,1,1,4,1,3.0,195,192.0
2017-08-10,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,IKT,VVO,IKT - VVO,1,1,1,1,1.0,195,194.0
2017-07-22,Julio,Sabado,6,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora leve,3,IKT,SGC,IKT - SGC,1,1,6,1,0.0,180,180.0
2017-07-16,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,ULV,DME,ULV - DME,1,1,1,1,0.0,55,55.0
