Fecha,Mes,Dia,Orden de dia,Tipo de dia,Franja,Orden de franja,Aeronave,Alcance,Asientos,Estado,Estado descrito,Origen,Destino,Ruta,N vuelos,N operados,N cancelados
2017-08-27,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,MQF,OVB,MQF - OVB,1,0,0
2017-09-13,Septiembre,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,MQF,OVB,MQF - OVB,1,0,0
2017-08-25,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,MQF,SVX,MQF - SVX,1,0,0
2017-09-12,Septiembre,Martes,2,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Cancelled,Vuelo cancelado: no se opero,IWA,AER,IWA - AER,1,0,1
2017-07-30,Julio,Domingo,7,Fin de semana,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,BZK,DME,BZK - DME,3,3,0
2017-08-25,Agosto,Viernes,5,Dia laborable,Noche (20-23),5,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,BZK,SVO,BZK - SVO,1,0,0
2017-08-21,Agosto,Lunes,1,Dia laborable,Noche (20-23),5,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,BZK,SVO,BZK - SVO,1,0,0
2017-07-26,Julio,Miercoles,3,Dia laborable,Tarde (16-19),4,Boeing 767-300,Largo alcance,222,Arrived,Vuelo operado y finalizado,AER,VKO,AER - VKO,1,1,0
2017-09-07,Septiembre,Jueves,4,Dia laborable,Tarde (16-19),4,Boeing 777-300,Largo alcance,402,Scheduled,Vuelo programado a futuro,AER,SVO,AER - SVO,1,0,0
2017-07-21,Julio,Viernes,5,Dia laborable,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,130,Arrived,Vuelo operado y finalizado,AER,KUF,AER - KUF,1,1,0
2017-08-31,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,130,Scheduled,Vuelo programado a futuro,AER,KUF,AER - KUF,1,0,0
2017-08-22,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,130,Scheduled,Vuelo programado a futuro,AER,KUF,AER - KUF,1,0,0
2017-08-10,Agosto,Jueves,4,Dia laborable,Noche (20-23),5,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,AER,ROV,AER - ROV,1,1,0
2017-08-15,Agosto,Martes,2,Dia laborable,Noche (20-23),5,Sukhoi Superjet-100,Corto y medio alcance,97,On Time,"Vuelo proximo, sin demora anunciada",AER,ROV,AER - ROV,1,0,0
2017-07-18,Julio,Martes,2,Dia laborable,Noche (20-23),5,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,AER,ROV,AER - ROV,1,1,0
2017-07-20,Julio,Jueves,4,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,AER,ROV,AER - ROV,1,1,0
2017-07-21,Julio,Viernes,5,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,AER,PEZ,AER - PEZ,1,1,0
2017-07-22,Julio,Sabado,6,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,AER,PEZ,AER - PEZ,1,1,0
2017-09-01,Septiembre,Viernes,5,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,AER,EGO,AER - EGO,1,0,0
2017-08-06,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,AER,EGO,AER - EGO,1,1,0
2017-08-08,Agosto,Martes,2,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,AER,EGO,AER - EGO,1,1,0
2017-08-23,Agosto,Miercoles,3,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,AER,EGO,AER - EGO,1,0,0
2017-07-22,Julio,Sabado,6,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,AER,EGO,AER - EGO,1,1,0
2017-08-04,Agosto,Viernes,5,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,AER,EGO,AER - EGO,1,1,0
2017-08-31,Agosto,Jueves,4,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,EGO,ROV,EGO - ROV,1,0,0
2017-08-14,Agosto,Lunes,1,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,EGO,ROV,EGO - ROV,1,1,0
2017-07-27,Julio,Jueves,4,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,EGO,ROV,EGO - ROV,1,1,0
2017-07-29,Julio,Sabado,6,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,EGO,AAQ,EGO - AAQ,1,1,0
2017-07-19,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,EGO,AAQ,EGO - AAQ,1,1,0
2017-09-11,Septiembre,Lunes,1,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,EGO,AAQ,EGO - AAQ,1,0,0
2017-08-22,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,EGO,BZK,EGO - BZK,1,0,0
2017-08-07,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,EGO,BZK,EGO - BZK,1,1,0
2017-08-22,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,EGO,AER,EGO - AER,1,0,0
2017-07-18,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,EGO,AER,EGO - AER,1,1,0
2017-09-08,Septiembre,Viernes,5,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,EGO,AER,EGO - AER,1,0,0
2017-07-19,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,ARH,DME,ARH - DME,1,1,0
2017-08-16,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,On Time,"Vuelo proximo, sin demora anunciada",ARH,DME,ARH - DME,1,0,0
2017-08-27,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,ARH,DME,ARH - DME,1,0,0
2017-09-14,Septiembre,Jueves,4,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Cancelled,Vuelo cancelado: no se opero,ARH,DME,ARH - DME,1,0,1
2017-09-03,Septiembre,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,ARH,DME,ARH - DME,1,0,0
2017-08-20,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,ARH,DME,ARH - DME,1,0,0
2017-08-25,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,ARH,PEE,ARH - PEE,1,0,0
2017-08-18,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,ARH,PEE,ARH - PEE,1,0,0
2017-08-21,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,ARH,PEE,ARH - PEE,1,0,0
2017-09-14,Septiembre,Jueves,4,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Cancelled,Vuelo cancelado: no se opero,ARH,PEE,ARH - PEE,1,0,1
2017-08-15,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,ARH,PEE,ARH - PEE,1,1,0
2017-07-20,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,ARH,PEE,ARH - PEE,1,1,0
2017-07-25,Julio,Martes,2,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,ARH,NNM,ARH - NNM,1,1,0
2017-08-10,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,ARH,TJM,ARH - TJM,1,1,0
2017-08-03,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,ARH,TJM,ARH - TJM,1,1,0
2017-09-09,Septiembre,Sabado,6,Fin de semana,Manana (06-11),2,Airbus A319-100,Largo alcance,116,Cancelled,Vuelo cancelado: no se opero,ARH,IKT,ARH - IKT,1,0,1
2017-07-30,Julio,Domingo,7,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,ARH,TOF,ARH - TOF,1,1,0
2017-08-18,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,SGC,OVB,SGC - OVB,1,0,0
2017-08-21,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,SGC,OVB,SGC - OVB,1,0,0
2017-07-18,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,SGC,SVX,SGC - SVX,1,1,0
2017-07-26,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,SGC,SVX,SGC - SVX,1,1,0
2017-08-02,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,SGC,SVX,SGC - SVX,1,1,0
2017-09-08,Septiembre,Viernes,5,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,SGC,SVX,SGC - SVX,1,0,0
2017-09-10,Septiembre,Domingo,7,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,SGC,CEK,SGC - CEK,2,0,0
2017-07-18,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,SGC,CEK,SGC - CEK,2,2,0
2017-08-21,Agosto,Lunes,1,Dia laborable,Tarde (16-19),4,Boeing 737-300,Corto y medio alcance,130,Scheduled,Vuelo programado a futuro,SGC,OVS,SGC - OVS,1,0,0
2017-09-12,Septiembre,Martes,2,Dia laborable,Tarde (16-19),4,Boeing 737-300,Corto y medio alcance,130,Scheduled,Vuelo programado a futuro,SGC,OVS,SGC - OVS,1,0,0
2017-08-24,Agosto,Jueves,4,Dia laborable,Tarde (16-19),4,Boeing 737-300,Corto y medio alcance,130,Scheduled,Vuelo programado a futuro,SGC,OVS,SGC - OVS,1,0,0
2017-09-05,Septiembre,Martes,2,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,SGC,VKT,SGC - VKT,1,0,0
2017-08-08,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,SGC,IKT,SGC - IKT,1,1,0
2017-09-06,Septiembre,Miercoles,3,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,SGC,URS,SGC - URS,1,0,0
2017-09-02,Septiembre,Sabado,6,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,KLF,LED,KLF - LED,1,0,0
2017-08-24,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,KLF,LED,KLF - LED,1,0,0
2017-09-13,Septiembre,Miercoles,3,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,KLF,LED,KLF - LED,1,0,0
2017-07-19,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,KLF,LED,KLF - LED,1,1,0
2017-08-21,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,KLF,OVB,KLF - OVB,1,0,0
2017-08-22,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,KLF,PES,KLF - PES,1,0,0
2017-09-02,Septiembre,Sabado,6,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,HTA,NUX,HTA - NUX,1,0,0
2017-08-28,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,HTA,NUX,HTA - NUX,1,0,0
2017-08-23,Agosto,Miercoles,3,Dia laborable,Madrugada (00-05),1,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,HTA,SGC,HTA - SGC,1,0,0
2017-08-06,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,KRO,DME,KRO - DME,1,1,0
2017-07-20,Julio,Jueves,4,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,KRO,DME,KRO - DME,1,1,0
2017-07-23,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,KRO,VKO,KRO - VKO,1,1,0
2017-08-14,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,KRO,VKO,KRO - VKO,1,1,0
2017-09-03,Septiembre,Domingo,7,Fin de semana,Tarde (16-19),4,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,KRO,SVO,KRO - SVO,1,0,0
2017-08-20,Agosto,Domingo,7,Fin de semana,Tarde (16-19),4,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,KRO,SVO,KRO - SVO,1,0,0
2017-08-03,Agosto,Jueves,4,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,KRO,SVO,KRO - SVO,1,1,0
2017-09-11,Septiembre,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,KRO,KJA,KRO - KJA,1,0,0
2017-08-24,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,KRO,EYK,KRO - EYK,1,0,0
2017-08-08,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,CEE,LED,CEE - LED,1,1,0
2017-09-09,Septiembre,Sabado,6,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,CEE,LED,CEE - LED,1,0,0
2017-08-24,Agosto,Jueves,4,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,OGZ,VKO,OGZ - VKO,1,0,0
2017-09-08,Septiembre,Viernes,5,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,OGZ,VKO,OGZ - VKO,1,0,0
2017-08-17,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,OGZ,SVO,OGZ - SVO,1,0,0
2017-08-06,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,SKX,VKO,SKX - VKO,1,1,0
2017-08-31,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,SKX,VKO,SKX - VKO,1,0,0
2017-09-11,Septiembre,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,SKX,VKO,SKX - VKO,1,0,0
2017-07-25,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,SKX,VKO,SKX - VKO,1,1,0
2017-07-31,Julio,Lunes,1,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,SKX,SVO,SKX - SVO,1,1,0
2017-09-01,Septiembre,Viernes,5,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,SKX,SVO,SKX - SVO,1,0,0
2017-08-28,Agosto,Lunes,1,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,SKX,SVO,SKX - SVO,1,0,0
2017-08-08,Agosto,Martes,2,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,SKX,SVO,SKX - SVO,1,1,0
2017-07-28,Julio,Viernes,5,Dia laborable,Mediodia (12-15),3,Airbus A321-200,Corto y medio alcance,170,Arrived,Vuelo operado y finalizado,DME,LED,DME - LED,1,1,0
2017-08-12,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Airbus A321-200,Corto y medio alcance,170,Arrived,Vuelo operado y finalizado,DME,LED,DME - LED,2,2,0
2017-09-13,Septiembre,Miercoles,3,Dia laborable,Mediodia (12-15),3,Airbus A321-200,Corto y medio alcance,170,Scheduled,Vuelo programado a futuro,DME,LED,DME - LED,1,0,0
2017-09-08,Septiembre,Viernes,5,Dia laborable,Mediodia (12-15),3,Airbus A321-200,Corto y medio alcance,170,Scheduled,Vuelo programado a futuro,DME,LED,DME - LED,1,0,0
2017-08-13,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Airbus A321-200,Corto y medio alcance,170,Arrived,Vuelo operado y finalizado,DME,LED,DME - LED,1,1,0
2017-08-24,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Airbus A321-200,Corto y medio alcance,170,Scheduled,Vuelo programado a futuro,DME,LED,DME - LED,1,0,0
2017-08-20,Agosto,Domingo,7,Fin de semana,Tarde (16-19),4,Airbus A321-200,Corto y medio alcance,170,Scheduled,Vuelo programado a futuro,DME,LED,DME - LED,1,0,0
2017-08-01,Agosto,Martes,2,Dia laborable,Tarde (16-19),4,Airbus A321-200,Corto y medio alcance,170,Arrived,Vuelo operado y finalizado,DME,LED,DME - LED,1,1,0
2017-08-21,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Airbus A321-200,Corto y medio alcance,170,Scheduled,Vuelo programado a futuro,DME,KZN,DME - KZN,1,0,0
2017-07-29,Julio,Sabado,6,Fin de semana,Manana (06-11),2,Airbus A321-200,Corto y medio alcance,170,Arrived,Vuelo operado y finalizado,DME,KZN,DME - KZN,1,1,0
2017-07-25,Julio,Martes,2,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,DME,CEK,DME - CEK,1,1,0
2017-08-21,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Boeing 767-300,Largo alcance,222,Scheduled,Vuelo programado a futuro,DME,KUF,DME - KUF,1,0,0
2017-09-06,Septiembre,Miercoles,3,Dia laborable,Tarde (16-19),4,Airbus A321-200,Corto y medio alcance,170,Scheduled,Vuelo programado a futuro,DME,ROV,DME - ROV,2,0,0
2017-08-15,Agosto,Martes,2,Dia laborable,Tarde (16-19),4,Airbus A321-200,Corto y medio alcance,170,On Time,"Vuelo proximo, sin demora anunciada",DME,ROV,DME - ROV,1,0,0
2017-08-24,Agosto,Jueves,4,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,DME,VOZ,DME - VOZ,1,0,0
2017-09-14,Septiembre,Jueves,4,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,50,Cancelled,Vuelo cancelado: no se opero,DME,VOZ,DME - VOZ,1,0,1
2017-08-15,Agosto,Martes,2,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,50,On Time,"Vuelo proximo, sin demora anunciada",DME,VOZ,DME - VOZ,1,0,0
2017-08-26,Agosto,Sabado,6,Fin de semana,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,DME,TBW,DME - TBW,1,0,0
2017-08-26,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,DME,TBW,DME - TBW,1,0,0
2017-08-27,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,DME,TBW,DME - TBW,1,0,0
2017-08-05,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,DME,TBW,DME - TBW,1,1,0
2017-08-29,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,DME,PES,DME - PES,1,0,0
2017-08-07,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,DME,PES,DME - PES,1,1,0
2017-07-18,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,DME,NJC,DME - NJC,1,1,0
2017-08-28,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,DME,JOK,DME - JOK,1,0,0
2017-08-05,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,DME,JOK,DME - JOK,1,1,0
2017-08-12,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,DME,NAL,DME - NAL,1,1,0
2017-07-23,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,DME,NAL,DME - NAL,1,1,0
2017-09-12,Septiembre,Martes,2,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,DME,NAL,DME - NAL,1,0,0
2017-08-02,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,DME,NAL,DME - NAL,1,1,0
2017-08-30,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,DME,NAL,DME - NAL,1,0,0
2017-07-17,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Airbus A319-100,Largo alcance,116,Arrived,Vuelo operado y finalizado,DME,BTK,DME - BTK,1,1,0
2017-08-30,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Airbus A319-100,Largo alcance,116,Scheduled,Vuelo programado a futuro,DME,BTK,DME - BTK,1,0,0
2017-09-12,Septiembre,Martes,2,Dia laborable,Noche (20-23),5,Airbus A319-100,Largo alcance,116,Scheduled,Vuelo programado a futuro,DME,UUS,DME - UUS,1,0,0
2017-09-14,Septiembre,Jueves,4,Dia laborable,Noche (20-23),5,Airbus A319-100,Largo alcance,116,Cancelled,Vuelo cancelado: no se opero,DME,UUS,DME - UUS,1,0,1
2017-08-25,Agosto,Viernes,5,Dia laborable,Noche (20-23),5,Airbus A319-100,Largo alcance,116,Scheduled,Vuelo programado a futuro,DME,UUS,DME - UUS,1,0,0
2017-09-06,Septiembre,Miercoles,3,Dia laborable,Noche (20-23),5,Airbus A319-100,Largo alcance,116,Scheduled,Vuelo programado a futuro,DME,UUS,DME - UUS,1,0,0
2017-08-14,Agosto,Lunes,1,Dia laborable,Tarde (16-19),4,Boeing 767-300,Largo alcance,222,Arrived,Vuelo operado y finalizado,DME,PKC,DME - PKC,1,1,0
2017-07-25,Julio,Martes,2,Dia laborable,Manana (06-11),2,Airbus A319-100,Largo alcance,116,Arrived,Vuelo operado y finalizado,DME,ABA,DME - ABA,1,1,0
2017-07-21,Julio,Viernes,5,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,DME,ESL,DME - ESL,1,1,0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,DME,ESL,DME - ESL,1,1,0
2017-07-27,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,DME,ESL,DME - ESL,1,1,0
2017-08-24,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,DME,ESL,DME - ESL,1,0,0
2017-09-14,Septiembre,Jueves,4,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Cancelled,Vuelo cancelado: no se opero,DME,ESL,DME - ESL,1,0,1
2017-07-19,Julio,Miercoles,3,Dia laborable,Tarde (16-19),4,Boeing 737-300,Corto y medio alcance,130,Arrived,Vuelo operado y finalizado,DME,MRV,DME - MRV,1,1,0
2017-07-20,Julio,Jueves,4,Dia laborable,Tarde (16-19),4,Boeing 737-300,Corto y medio alcance,130,Arrived,Vuelo operado y finalizado,DME,MRV,DME - MRV,1,1,0
2017-08-20,Agosto,Domingo,7,Fin de semana,Tarde (16-19),4,Boeing 737-300,Corto y medio alcance,130,Scheduled,Vuelo programado a futuro,DME,MRV,DME - MRV,1,0,0
